No.,Word,Pinyin,POS,Topic,Definition,HSK Level
1033,停止,tíngzhǐ,动词,语法功能词,to stop; to halt; to cease,HSK 2.0 Level 4
1034,挺,tǐng,副词,语法功能词,quite; rather; very,HSK 2.0 Level 4
1035,通过,tōngguò,介词,语法功能词,by means of; through; to pass,HSK 2.0 Level 4
1036,通知,tōngzhī,动词,职场与教育,to notify; to inform; notice,HSK 2.0 Level 4
1037,同情,tóngqíng,动词,日常生活与情感,to sympathize with; sympathy,HSK 2.0 Level 4
1038,推,tuī,动词,日常生活与情感,to push; to shove; to postpone,HSK 2.0 Level 4
1039,推迟,tuīchí,动词,职场与教育,to postpone; to delay; to defer,HSK 2.0 Level 4
1040,脱,tuō,动词,日常生活与情感,"to take off (clothes, shoes); to shed",HSK 2.0 Level 4
1041,袜子,wàzi,名词,日常生活与情感,socks; stockings,HSK 2.0 Level 4
1042,完全,wánquán,副词,语法功能词,completely; fully; entirely,HSK 2.0 Level 4
1043,往,wǎng,介词,语法功能词,towards; to; head for,HSK 2.0 Level 4
1044,往往,wǎngwǎng,副词,语法功能词,often; frequently; more often than not,HSK 2.0 Level 4
1045,网球,wǎngqiú,名词,健康与运动,tennis,HSK 2.0 Level 4
1046,网站,wǎngzhàn,名词,科技与环境,website,HSK 2.0 Level 4
1047,危险,wēixiǎn,形容词,科技与环境,dangerous; risky; peril,HSK 2.0 Level 4
1048,味道,wèidào,名词,日常生活与情感,taste; flavor; smell,HSK 2.0 Level 4
1049,温度,wēndù,名词,科技与环境,temperature,HSK 2.0 Level 4
1050,文章,wénzhāng,名词,职场与教育,article; essay,HSK 2.0 Level 4
1051,握手,wòshǒu,动词,人际交往,to shake hands,HSK 2.0 Level 4
1052,污染,wūrǎn,动词,科技与环境,to pollute; to contaminate; pollution,HSK 2.0 Level 4
1053,无,wú,动词,语法功能词,to not have; without; lacking,HSK 2.0 Level 4
1054,无聊,wúliáo,形容词,日常生活与情感,bored; boring; senseless,HSK 2.0 Level 4
1055,无论,wúlùn,连词,语法功能词,no matter what/how; regardless of,HSK 2.0 Level 4
1056,误会,wùhuì,动词,人际交往,to misunderstand; misunderstanding,HSK 2.0 Level 4
1057,西红柿,xīhóngshì,名词,日常生活与情感,tomato,HSK 2.0 Level 4
1058,吸引,xīyǐn,动词,消费与休闲,to attract; to draw (attention),HSK 2.0 Level 4
1059,洗衣机,xǐyījī,名词,日常生活与情感,washing machine,HSK 2.0 Level 4
1060,咸,xián,形容词,日常生活与情感,salty,HSK 2.0 Level 4
1061,现代,xiàndài,名词,科技与环境,modern times; modern age,HSK 2.0 Level 4
1062,羡慕,xiànmù,动词,日常生活与情感,to admire; to envy,HSK 2.0 Level 4
1063,限制,xiànzhì,动词,职场与教育,to limit; to restrict; restriction,HSK 2.0 Level 4
1064,香,xiāng,形容词,日常生活与情感,fragrant; sweet-smelling; savory,HSK 2.0 Level 4
1065,相反,xiāngfǎn,形容词,语法功能词,opposite; contrary,HSK 2.0 Level 4
1066,详细,xiángxì,形容词,职场与教育,detailed; thorough,HSK 2.0 Level 4
1067,响,xiǎng,动词,日常生活与情感,to ring; to sound; loud,HSK 2.0 Level 4
1068,消息,xiāoxi,名词,人际交往,news; information; message,HSK 2.0 Level 4
1069,小说,xiǎoshuō,名词,消费与休闲,novel; fiction,HSK 2.0 Level 4
1070,笑话,xiàohua,名词,消费与休闲,joke; jest; to laugh at,HSK 2.0 Level 4
1071,效果,xiàoguǒ,名词,职场与教育,effect; result; outcome,HSK 2.0 Level 4
1072,辛苦,xīnkǔ,形容词,职场与教育,hard; laborious; toilsome,HSK 2.0 Level 4
1073,心情,xīnqíng,名词,日常生活与情感,mood; state of mind,HSK 2.0 Level 4
1074,信任,xìnrèn,动词,人际交往,to trust; to have confidence in,HSK 2.0 Level 4
1075,信心,xìnxīn,名词,日常生活与情感,confidence; faith,HSK 2.0 Level 4
1076,信用卡,xìnyòngkǎ,名词,消费与休闲,credit card,HSK 2.0 Level 4
1077,兴奋,xīngfèn,形容词,日常生活与情感,excited; thrilled,HSK 2.0 Level 4
1078,行,xíng,动词,人际交往,to be okay; to be alright; to walk,HSK 2.0 Level 4
1079,醒,xǐng,动词,健康与运动,to wake up; to sober up,HSK 2.0 Level 4
1080,性别,xìngbié,名词,人际交往,gender; sex,HSK 2.0 Level 4
1081,性格,xìnggé,名词,人际交往,personality; character; disposition,HSK 2.0 Level 4
1082,幸福,xìngfú,形容词,日常生活与情感,happy; blessed; well-being,HSK 2.0 Level 4
1083,修,xiū,动词,日常生活与情感,to repair; to mend; to build,HSK 2.0 Level 4
1084,许多,xǔduō,形容词,语法功能词,many; much; a lot of,HSK 2.0 Level 4
1085,血,xuè,名词,健康与运动,blood,HSK 2.0 Level 4
1086,压力,yālì,名词,职场与教育,pressure; stress,HSK 2.0 Level 4
1087,牙膏,yágāo,名词,日常生活与情感,toothpaste,HSK 2.0 Level 4
1088,亚洲,Yàzhōu,名词,旅行与交通,Asia,HSK 2.0 Level 4
1089,呀,ya,助词,语法功能词,(interjection expressing surprise or soft tone),HSK 2.0 Level 4
1090,盐,yán,名词,日常生活与情感,salt,HSK 2.0 Level 4
1091,严格,yángé,形容词,职场与教育,strict; rigorous,HSK 2.0 Level 4
1092,严重,yánzhòng,形容词,科技与环境,serious; grave; critical,HSK 2.0 Level 4
1093,研究生,yánjiūshēng,名词,职场与教育,postgraduate student; graduate student,HSK 2.0 Level 4
1094,演出,yǎnchū,动词,消费与休闲,to perform; show; exhibition,HSK 2.0 Level 4
1095,演员,yǎnyuán,名词,消费与休闲,actor; actress; performer,HSK 2.0 Level 4
1096,阳光,yángguāng,名词,科技与环境,sunshine; sunlight,HSK 2.0 Level 4
1097,养成,yǎngchéng,动词,日常生活与情感,to cultivate; to form (a habit),HSK 2.0 Level 4
1098,样子,yàngzi,名词,日常生活与情感,appearance; look; manner,HSK 2.0 Level 4
1099,邀请,yāoqǐng,动词,人际交往,to invite; invitation,HSK 2.0 Level 4
1100,钥匙,yàoshi,名词,日常生活与情感,key,HSK 2.0 Level 4
1101,也许,yěxǔ,副词,语法功能词,perhaps; maybe,HSK 2.0 Level 4
1102,页,yè,量词,语法功能词,page; leaf,HSK 2.0 Level 4
1103,叶子,yèzi,名词,科技与环境,leaf,HSK 2.0 Level 4
1104,一切,yíqiè,代词,语法功能词,all; everything,HSK 2.0 Level 4
1105,以,yǐ,介词,语法功能词,with; by means of; in order to,HSK 2.0 Level 4
1106,亿,yì,数词,语法功能词,hundred million,HSK 2.0 Level 4
1107,意见,yìjiàn,名词,人际交往,opinion; view; objection,HSK 2.0 Level 4
1108,艺术,yìshù,名词,消费与休闲,art,HSK 2.0 Level 4
1109,因此,yīncǐ,连词,语法功能词,therefore; for this reason; consequently,HSK 2.0 Level 4
1110,饮料,yǐnliào,名词,日常生活与情感,beverage; drink,HSK 2.0 Level 4
1111,引起,yǐnqǐ,动词,科技与环境,to cause; to lead to; to arouse,HSK 2.0 Level 4
1112,印象,yìnxiàng,名词,人际交往,impression,HSK 2.0 Level 4
1113,赢,yíng,动词,健康与运动,to win; to beat,HSK 2.0 Level 4
1114,硬,yìng,形容词,日常生活与情感,hard; stiff; tough,HSK 2.0 Level 4
1115,勇敢,yǒnggǎn,形容词,日常生活与情感,brave; courageous,HSK 2.0 Level 4
1116,永远,yǒngyuǎn,副词,语法功能词,forever; always; eternally,HSK 2.0 Level 4
1117,优点,yōudiǎn,名词,人际交往,merit; advantage; strong point,HSK 2.0 Level 4
1118,优秀,yōuxiù,形容词,职场与教育,excellent; outstanding; distinguished,HSK 2.0 Level 4
1119,幽默,yōumò,形容词,人际交往,humorous; funny,HSK 2.0 Level 4
1120,由,yóu,介词,语法功能词,by; from; due to,HSK 2.0 Level 4
1121,由于,yóuyú,连词,语法功能词,because of; due to; owing to,HSK 2.0 Level 4
1122,尤其,yóuqí,副词,语法功能词,especially; particularly,HSK 2.0 Level 4
1123,有趣,yǒuqù,形容词,消费与休闲,interesting; fascinating; amusing,HSK 2.0 Level 4
1124,友好,yǒuhǎo,形容词,人际交往,friendly; amicable,HSK 2.0 Level 4
1125,友谊,yǒuyì,名词,人际交往,friendship; companionship,HSK 2.0 Level 4
1126,愉快,yúkuài,形容词,日常生活与情感,pleasant; happy; joyful,HSK 2.0 Level 4
1127,于是,yúshì,连词,语法功能词,as a result; thereupon; hence,HSK 2.0 Level 4
1128,与,yǔ,连词,语法功能词,and; with; together with,HSK 2.0 Level 4
1129,语法,yǔfǎ,名词,职场与教育,grammar,HSK 2.0 Level 4
1130,语言,yǔyán,名词,职场与教育,language,HSK 2.0 Level 4
1131,羽毛球,yǔmáoqiú,名词,健康与运动,badminton,HSK 2.0 Level 4
1132,预习,yùxí,动词,职场与教育,to preview; to prepare lessons before class,HSK 2.0 Level 4
1133,圆,yuán,形容词,日常生活与情感,round; circular,HSK 2.0 Level 4
1134,原来,yuánlái,形容词,语法功能词,original; former; as it turns out,HSK 2.0 Level 4
1135,原谅,yuánliàng,动词,人际交往,to forgive; to excuse; to pardon,HSK 2.0 Level 4
1136,原因,yuányīn,名词,日常生活与情感,reason; cause,HSK 2.0 Level 4
1137,约会,yuēhuì,动词,人际交往,to date; to make an appointment; date,HSK 2.0 Level 4
1138,阅读,yuèdú,动词,职场与教育,to read; reading,HSK 2.0 Level 4
1139,允许,yǔnxǔ,动词,职场与教育,to allow; to permit,HSK 2.0 Level 4
1140,杂志,zázhì,名词,消费与休闲,magazine; journal,HSK 2.0 Level 4
1141,咱们,zánmen,代词,语法功能词,we; us (inclusive of speaker and listener),HSK 2.0 Level 4
1142,暂时,zànshí,副词,语法功能词,temporarily; for the moment; temporary,HSK 2.0 Level 4
1143,脏,zāng,形容词,日常生活与情感,dirty; filthy,HSK 2.0 Level 4
1144,责任,zérèn,名词,职场与教育,responsibility; duty; blame,HSK 2.0 Level 4
1145,增加,zēngjiā,动词,科技与环境,to increase; to add; to raise,HSK 2.0 Level 4
1146,增长,zēngzhǎng,动词,科技与环境,to grow; to increase; growth,HSK 2.0 Level 4
1147,窄,zhǎi,形容词,日常生活与情感,narrow,HSK 2.0 Level 4
1148,招聘,zhāopìn,动词,职场与教育,to recruit; to invite applications for jobs,HSK 2.0 Level 4
1149,真正,zhēnzhèng,形容词,语法功能词,genuine; real; true,HSK 2.0 Level 4
1150,整理,zhěnglǐ,动词,日常生活与情感,to arrange; to tidy up; to sort out,HSK 2.0 Level 4
1151,整齐,zhěngqí,形容词,日常生活与情感,tidy; neat; orderly,HSK 2.0 Level 4
1152,正常,zhèngcháng,形容词,科技与环境,normal; regular,HSK 2.0 Level 4
1153,正好,zhènghǎo,副词,语法功能词,just right; precisely; happen to,HSK 2.0 Level 4
1154,正确,zhèngquè,形容词,职场与教育,correct; right; proper,HSK 2.0 Level 4
1155,正式,zhèngshì,形容词,职场与教育,official; formal,HSK 2.0 Level 4
1156,证明,zhèngmíng,动词,职场与教育,to prove; to testify; certificate,HSK 2.0 Level 4
1157,之,zhī,助词,语法功能词,(literary equivalent of 'de'); of,HSK 2.0 Level 4
1158,只,zhī,量词,语法功能词,"measure word for some animals, boats, or pairs",HSK 2.0 Level 4
1159,支持,zhīchí,动词,人际交往,to support; to back; support,HSK 2.0 Level 4
1160,知识,zhīshi,名词,职场与教育,knowledge,HSK 2.0 Level 4
1161,值得,zhídé,动词,消费与休闲,to be worth; to deserve,HSK 2.0 Level 4
1162,直接,zhíjiē,形容词,人际交往,direct; straight; immediate,HSK 2.0 Level 4
1163,植物,zhíwù,名词,科技与环境,plant; flora,HSK 2.0 Level 4
1164,职业,zhíyè,名词,职场与教育,occupation; profession; career,HSK 2.0 Level 4
1165,指,zhǐ,动词,人际交往,to point to; to refer to,HSK 2.0 Level 4
1166,只好,zhǐhǎo,副词,语法功能词,have to; forced to; have no choice but to,HSK 2.0 Level 4
1167,只要,zhǐyào,连词,语法功能词,as long as; provided that,HSK 2.0 Level 4
1168,质量,zhìliàng,名词,消费与休闲,quality,HSK 2.0 Level 4
1169,至少,zhìshǎo,副词,语法功能词,at least,HSK 2.0 Level 4
1170,制造,zhìzào,动词,科技与环境,to manufacture; to make; to create,HSK 2.0 Level 4
1171,中文,Zhōngwén,名词,职场与教育,Chinese; Chinese language,HSK 2.0 Level 4
1172,重点,zhòngdiǎn,名词,职场与教育,focus; key point; emphasis,HSK 2.0 Level 4
1173,重视,zhòngshì,动词,职场与教育,to value; to attach importance to; to pay attention to,HSK 2.0 Level 4
1174,周围,zhōuwéi,名词,科技与环境,surroundings; around; vicinity,HSK 2.0 Level 4
1175,猪,zhū,名词,科技与环境,pig,HSK 2.0 Level 4
1176,逐渐,zhújiàn,副词,语法功能词,gradually; by degrees,HSK 2.0 Level 4
1177,主动,zhǔdòng,形容词,人际交往,active; initiative; voluntary,HSK 2.0 Level 4
1178,主意,zhǔyi,名词,日常生活与情感,idea; plan; decision,HSK 2.0 Level 4
1179,祝贺,zhùhè,动词,人际交往,to congratulate,HSK 2.0 Level 4
1180,著名,zhùmíng,形容词,消费与休闲,famous; well-known; celebrated,HSK 2.0 Level 4
1181,专门,zhuānmén,副词,语法功能词,specially; specialized,HSK 2.0 Level 4
1182,专业,zhuānyè,名词,职场与教育,major; specialty; professional,HSK 2.0 Level 4
1183,赚,zhuàn,动词,消费与休闲,to earn; to make a profit,HSK 2.0 Level 4
1184,撞,zhuàng,动词,旅行与交通,to bump into; to collide; to run into,HSK 2.0 Level 4
1185,准确,zhǔnquè,形容词,职场与教育,accurate; exact; precise,HSK 2.0 Level 4
1186,准时,zhǔnshí,副词,语法功能词,on time; punctual; punctually,HSK 2.0 Level 4
1187,仔细,zǐxì,形容词,职场与教育,careful; attentive; cautious,HSK 2.0 Level 4
1188,自然,zìrán,名词,科技与环境,nature; natural; naturally,HSK 2.0 Level 4
1189,总结,zǒngjié,动词,职场与教育,to summarize; summary,HSK 2.0 Level 4
1190,租,zū,动词,日常生活与情感,to rent; to lease,HSK 2.0 Level 4
1191,组成,zǔchéng,动词,科技与环境,to form; to constitute; to compose,HSK 2.0 Level 4
1192,组织,zǔzhī,动词,人际交往,to organize; organization,HSK 2.0 Level 4
1193,嘴,zuǐ,名词,健康与运动,mouth,HSK 2.0 Level 4
1194,最好,zuìhǎo,副词,语法功能词,had better; best,HSK 2.0 Level 4
1195,最后,zuìhòu,名词,语法功能词,finally; last; at last,HSK 2.0 Level 4
1196,尊重,zūnzhòng,动词,人际交往,to respect; to value,HSK 2.0 Level 4
1197,做生意,zuò shēngyi,动词,消费与休闲,to do business; to trade,HSK 2.0 Level 4
1198,座,zuò,量词,语法功能词,"measure word for mountains, buildings, or large structures",HSK 2.0 Level 4
1199,座位,zuòwèi,名词,旅行与交通,seat; place,HSK 2.0 Level 4
1200,作者,zuòzhě,名词,职场与教育,author; writer,HSK 2.0 Level 4
