No.,Word,Pinyin,POS,Topic,Definition,HSK Level
1045,不断,búduàn,副词,语法功能词,continuously; uninterruptedly,New HSK Level 4
1046,不够,búgòu,形容词,日常生活与情感,not enough; insufficient,New HSK Level 4
1047,不过,búguò,连词,语法功能词,but; however; only,New HSK Level 4
1048,不论,búlùn,连词,语法功能词,no matter; regardless of,New HSK Level 4
1049,步,bù,名词,健康与运动,step; pace,New HSK Level 4
1050,部,bù,量词,语法功能词,"measure word for works of literature, films, or machines",New HSK Level 4
1051,不得不,bùdébù,副词,语法功能词,have no choice but to; have to,New HSK Level 4
1052,部分,bùfen,名词,语法功能词,part; section,New HSK Level 4
1053,不管,bùguǎn,连词,语法功能词,no matter; regardless of,New HSK Level 4
1054,不光,bùguāng,副词,语法功能词,not only,New HSK Level 4
1055,不仅,bùjǐn,连词,语法功能词,not only; not just,New HSK Level 4
1056,不满,bùmǎn,形容词,日常生活与情感,dissatisfied; resentful,New HSK Level 4
1057,部门,bùmén,名词,职场与教育,department; branch,New HSK Level 4
1058,不如,bùrú,动词,语法功能词,not as good as; unequal to,New HSK Level 4
1059,擦,cā,动词,日常生活与情感,to wipe; to erase; to rub,New HSK Level 4
1060,猜,cāi,动词,日常生活与情感,to guess,New HSK Level 4
1061,材料,cáiliào,名词,职场与教育,material; data,New HSK Level 4
1062,参观,cānguān,动词,消费与休闲,to visit; to look around,New HSK Level 4
1063,参赛,cānsài,动词,健康与运动,to participate in a competition,New HSK Level 4
1064,餐厅,cāntīng,名词,日常生活与情感,restaurant; dining room,New HSK Level 4
1065,操场,cāochǎng,名词,健康与运动,playground; sports field,New HSK Level 4
1066,厕所,cèsuǒ,名词,日常生活与情感,toilet; restroom,New HSK Level 4
1067,查看,chákàn,动词,科技与环境,to check; to examine; to look up,New HSK Level 4
1068,茶叶,cháyè,名词,日常生活与情感,tea leaves; tea,New HSK Level 4
1069,查找,cházhǎo,动词,科技与环境,to search for; to look for,New HSK Level 4
1070,差点儿,chàdiǎnr,副词,语法功能词,almost; nearly,New HSK Level 4
1071,产生,chǎnshēng,动词,科技与环境,to produce; to generate; to emerge,New HSK Level 4
1072,厂,chǎng,名词,科技与环境,factory; mill,New HSK Level 4
1073,场,chǎng,量词,语法功能词,"measure word for events, games, or movies",New HSK Level 4
1074,超过,chāoguò,动词,科技与环境,to exceed; to surpass,New HSK Level 4
1075,车速,chēsù,名词,旅行与交通,speed of a vehicle,New HSK Level 4
1076,车位,chēwèi,名词,旅行与交通,parking space,New HSK Level 4
1077,城,chéng,名词,旅行与交通,city; town; city wall,New HSK Level 4
1078,乘,chéng,动词,旅行与交通,to ride; to multiply,New HSK Level 4
1079,成功,chénggōng,动词,职场与教育,to succeed; successful; success,New HSK Level 4
1080,乘客,chéngkè,名词,旅行与交通,passenger,New HSK Level 4
1081,诚实,chéngshí,形容词,人际交往,honest,New HSK Level 4
1082,成为,chéngwéi,动词,日常生活与情感,to become; to turn into,New HSK Level 4
1083,乘坐,chéngzuò,动词,旅行与交通,to ride; to take (a vehicle),New HSK Level 4
1084,吃惊,chījīng,动词,日常生活与情感,to be startled; to be shocked,New HSK Level 4
1085,迟,chí,形容词,日常生活与情感,late; delayed,New HSK Level 4
1086,重,chóng,形容词,日常生活与情感,heavy; important,New HSK Level 4
1087,重新,chóngxīn,副词,语法功能词,again; anew,New HSK Level 4
1088,出差,chūchāi,动词,职场与教育,to go on a business trip,New HSK Level 4
1089,出口,chūkǒu,名词,旅行与交通,exit; export,New HSK Level 4
1090,出现,chūxiàn,动词,日常生活与情感,to appear; to emerge,New HSK Level 4
1091,出行,chūxíng,动词,旅行与交通,to travel; to go on a journey,New HSK Level 4
1092,出租,chūzū,动词,消费与休闲,to rent out; to lease,New HSK Level 4
1093,厨房,chúfáng,名词,日常生活与情感,kitchen,New HSK Level 4
1094,厨师,chúshī,名词,日常生活与情感,chef; cook,New HSK Level 4
1095,窗,chuāng,名词,日常生活与情感,window,New HSK Level 4
1096,窗户,chuānghu,名词,日常生活与情感,window,New HSK Level 4
1097,吹,chuī,动词,科技与环境,to blow; to boast,New HSK Level 4
1098,词语,cíyǔ,名词,职场与教育,word; expression,New HSK Level 4
1099,此,cǐ,代词,语法功能词,this; these,New HSK Level 4
1100,此次,cǐcì,代词,语法功能词,this time,New HSK Level 4
1101,此外,cǐwài,连词,语法功能词,besides; in addition; furthermore,New HSK Level 4
1102,从此,cóngcǐ,副词,语法功能词,from now on; ever since,New HSK Level 4
1103,从来,cónglái,副词,语法功能词,always; all along (usually in negative),New HSK Level 4
1104,从中,cóngzhōng,介词,语法功能词,from among; out of,New HSK Level 4
1105,粗,cū,形容词,日常生活与情感,thick; coarse; rough,New HSK Level 4
1106,粗心,cūxīn,形容词,日常生活与情感,careless; thoughtless,New HSK Level 4
1107,村,cūn,名词,科技与环境,village,New HSK Level 4
1108,存,cún,动词,消费与休闲,to deposit; to store; to save,New HSK Level 4
1109,错过,cuòguò,动词,旅行与交通,"to miss (an opportunity, a train)",New HSK Level 4
1110,错误,cuòwù,名词,职场与教育,mistake; error; wrong,New HSK Level 4
1111,答应,dāying,动词,人际交往,to agree; to promise; to answer,New HSK Level 4
1112,答,dá,动词,职场与教育,to answer; to reply,New HSK Level 4
1113,答案,dá'àn,名词,职场与教育,answer; solution,New HSK Level 4
1114,达到,dádào,动词,职场与教育,to reach; to achieve; to attain,New HSK Level 4
1115,打招呼,dǎzhāohu,动词,人际交往,to greet someone; to say hello,New HSK Level 4
1116,打败,dǎbài,动词,健康与运动,to defeat; to beat,New HSK Level 4
1117,打工,dǎgōng,动词,职场与教育,to do part-time work; to work,New HSK Level 4
1118,打扰,dǎrǎo,动词,人际交往,to disturb; to trouble,New HSK Level 4
1119,打印,dǎyìn,动词,职场与教育,to print,New HSK Level 4
1120,打印机,dǎyìnjī,名词,科技与环境,printer,New HSK Level 4
1121,打折,dǎzhé,动词,消费与休闲,to give a discount; discount,New HSK Level 4
1122,打针,dǎzhēn,动词,健康与运动,to give or receive an injection,New HSK Level 4
1123,大巴,dàbā,名词,旅行与交通,coach; large bus,New HSK Level 4
1124,大大,dàdà,副词,语法功能词,greatly; enormously,New HSK Level 4
1125,大夫,dàifu,名词,健康与运动,doctor; medical practitioner,New HSK Level 4
1126,大量,dàliàng,形容词,语法功能词,a large number of; massive,New HSK Level 4
1127,大赛,dàsài,名词,健康与运动,big competition; contest,New HSK Level 4
1128,大厅,dàtīng,名词,日常生活与情感,lobby; hall,New HSK Level 4
1129,大约,dàyuē,副词,语法功能词,approximately; about,New HSK Level 4
1130,大自然,dàzìrán,名词,科技与环境,nature,New HSK Level 4
1131,待,dāi,动词,日常生活与情感,to stay; to treat,New HSK Level 4
1132,戴,dài,动词,日常生活与情感,"to wear (accessories, hat, glasses)",New HSK Level 4
1133,袋子,dàizi,名词,日常生活与情感,bag; sack,New HSK Level 4
1134,单位,dānwèi,名词,职场与教育,work unit; company; unit of measure,New HSK Level 4
1135,当,dāng,动词,职场与教育,to serve as; to be; when,New HSK Level 4
1136,当时,dāngshí,名词,日常生活与情感,at that time; then,New HSK Level 4
1137,刀,dāo,名词,日常生活与情感,knife,New HSK Level 4
1138,导游,dǎoyóu,名词,旅行与交通,tour guide,New HSK Level 4
1139,倒,dào,动词,日常生活与情感,to pour; to fall; upside down,New HSK Level 4
1140,道,dào,动词,人际交往,to say; path; way,New HSK Level 4
1141,到底,dàodǐ,副词,语法功能词,in the end; after all; on earth,New HSK Level 4
1142,到来,dàolái,动词,日常生活与情感,arrival; advent; to arrive,New HSK Level 4
1143,道路,dàolù,名词,旅行与交通,road; path; way,New HSK Level 4
1144,道歉,dàoqiàn,动词,人际交往,to apologize,New HSK Level 4
1145,得意,déyì,形容词,日常生活与情感,proud of oneself; complacent,New HSK Level 4
1146,登机,dēngjī,动词,旅行与交通,to board a plane,New HSK Level 4
1147,等,děng,动词,日常生活与情感,to wait; and so on; class; grade,New HSK Level 4
1148,等到,děngdào,介词,语法功能词,by the time; when,New HSK Level 4
1149,低,dī,形容词,日常生活与情感,low; down; to lower,New HSK Level 4
1150,低价,dījià,名词,消费与休闲,low price,New HSK Level 4
1151,低温,dīwēn,名词,科技与环境,low temperature,New HSK Level 4
1152,低于,dīyú,动词,语法功能词,to be lower than; less than,New HSK Level 4
1153,底,dǐ,名词,日常生活与情感,bottom; end of a year or month,New HSK Level 4
1154,底下,dǐxia,名词,日常生活与情感,under; below; beneath,New HSK Level 4
1155,地球,dìqiú,名词,科技与环境,Earth,New HSK Level 4
1156,地址,dìzhǐ,名词,人际交往,address,New HSK Level 4
1157,点名,diǎnmíng,动词,职场与教育,to roll call; call the roll,New HSK Level 4
1158,点头,diǎntóu,动词,人际交往,to nod (one's head),New HSK Level 4
1159,电动车,diàndòngchē,名词,旅行与交通,electric vehicle; e-bike,New HSK Level 4
1160,电视剧,diànshìjù,名词,消费与休闲,TV drama; TV series,New HSK Level 4
1161,掉,diào,动词,日常生活与情感,to fall; to drop; to lose,New HSK Level 4
1162,调查,diàochá,动词,职场与教育,to investigate; survey,New HSK Level 4
1163,订,dìng,动词,消费与休闲,to book; to order; to reserve,New HSK Level 4
1164,定,dìng,动词,日常生活与情感,to decide; to fix; stable,New HSK Level 4
1165,东部,dōngbù,名词,旅行与交通,eastern part; east,New HSK Level 4
1166,动车,dòngchē,名词,旅行与交通,bullet train; motor train,New HSK Level 4
1167,动作,dòngzuò,名词,健康与运动,movement; action,New HSK Level 4
1168,读者,dúzhě,名词,职场与教育,reader,New HSK Level 4
1169,堵车,dǔchē,动词,旅行与交通,traffic jam,New HSK Level 4
1170,度假,dùjià,动词,消费与休闲,to go on holiday; to spend vacation,New HSK Level 4
1171,肚子,dùzi,名词,健康与运动,belly; stomach,New HSK Level 4
1172,短信,duǎnxìn,名词,人际交往,text message; SMS,New HSK Level 4
1173,队,duì,名词,健康与运动,team; queue; line,New HSK Level 4
1174,对方,duìfāng,代词,人际交往,the other side; opposite party,New HSK Level 4
1175,对面,duìmiàn,名词,日常生活与情感,opposite side; across,New HSK Level 4
1176,对于,duìyú,介词,语法功能词,regarding; with respect to; for,New HSK Level 4
1177,队员,duìyuán,名词,健康与运动,team member,New HSK Level 4
1178,队长,duìzhǎng,名词,健康与运动,team leader; captain,New HSK Level 4
1179,顿,dùn,量词,语法功能词,measure word for meals or scoldings,New HSK Level 4
1180,多么,duōme,副词,语法功能词,how; what (expressing degree),New HSK Level 4
1181,多数,duōshù,名词,语法功能词,majority; most,New HSK Level 4
1182,多样,duōyàng,形容词,科技与环境,diverse; varied,New HSK Level 4
1183,而,ér,连词,语法功能词,and; but; while,New HSK Level 4
1184,儿童,értóng,名词,日常生活与情感,children; child,New HSK Level 4
1185,发出,fāchū,动词,科技与环境,to issue; to send out; to emit,New HSK Level 4
1186,发送,fāsòng,动词,人际交往,to send; to transmit,New HSK Level 4
1187,法,fǎ,名词,职场与教育,law; method; way,New HSK Level 4
1188,法律,fǎlǜ,名词,职场与教育,law,New HSK Level 4
1189,翻译,fānyì,动词,职场与教育,to translate; to interpret; translator,New HSK Level 4
1190,烦,fán,形容词,日常生活与情感,annoyed; vexed; to bother,New HSK Level 4
1191,烦恼,fánnǎo,形容词,日常生活与情感,worried; annoyed; vexed,New HSK Level 4
1192,反对,fǎnduì,动词,人际交往,to oppose; to object,New HSK Level 4
1193,方面,fāngmiàn,名词,语法功能词,aspect; side; field,New HSK Level 4
1194,方式,fāngshì,名词,日常生活与情感,way; method; style,New HSK Level 4
1195,房东,fángdōng,名词,日常生活与情感,landlord; landlady,New HSK Level 4
1196,房租,fángzū,名词,日常生活与情感,rent (for a house or room),New HSK Level 4
1197,放弃,fàngqì,动词,日常生活与情感,to give up; to abandon,New HSK Level 4
1198,放松,fàngsōng,动词,健康与运动,to relax; to loosen,New HSK Level 4
1199,费,fèi,名词,消费与休闲,fee; expense; cost; to spend,New HSK Level 4
1200,费用,fèiyong,名词,消费与休闲,expense; cost; charge,New HSK Level 4
1201,分数,fēnshù,名词,职场与教育,score; grade; fraction,New HSK Level 4
1202,分为,fēnwéi,动词,语法功能词,to divide into; to be divided into,New HSK Level 4
1203,份,fèn,量词,语法功能词,"measure word for publications, reports, or portions",New HSK Level 4
1204,丰富,fēngfù,形容词,日常生活与情感,abundant; rich; plentiful,New HSK Level 4
1205,风景,fēngjǐng,名词,旅行与交通,scenery; landscape,New HSK Level 4
1206,否则,fǒuzé,连词,语法功能词,otherwise; or else,New HSK Level 4
1207,幅,fú,量词,语法功能词,"measure word for paintings, textiles, or maps",New HSK Level 4
1208,符合,fúhé,动词,语法功能词,to accord with; to conform to,New HSK Level 4
1209,付,fù,动词,消费与休闲,to pay; to hand over,New HSK Level 4
1210,父母,fùmǔ,名词,日常生活与情感,parents; father and mother,New HSK Level 4
1211,父女,fùnǚ,名词,日常生活与情感,father and daughter,New HSK Level 4
1212,父亲,fùqīn,名词,日常生活与情感,father,New HSK Level 4
1213,复印,fùyìn,动词,职场与教育,to photocopy; to duplicate,New HSK Level 4
1214,复杂,fùzá,形容词,日常生活与情感,complex; complicated,New HSK Level 4
1215,负责,fùzé,动词,职场与教育,to be responsible for; in charge,New HSK Level 4
1216,负责人,fùzérén,名词,职场与教育,person in charge; director; head,New HSK Level 4
1217,父子,fùzǐ,名词,日常生活与情感,father and son,New HSK Level 4
1218,改,gǎi,动词,职场与教育,to change; to correct; to alter,New HSK Level 4
1219,改变,gǎibiàn,动词,日常生活与情感,to change; to alter,New HSK Level 4
1220,干,gān,形容词,科技与环境,dry; parched,New HSK Level 4
1221,干杯,gānbēi,动词,日常生活与情感,to drink a toast; cheers,New HSK Level 4
1222,赶,gǎn,动词,旅行与交通,to catch up; to rush for; to hurry,New HSK Level 4
1223,敢,gǎn,动词,日常生活与情感,to dare; to venture,New HSK Level 4
1224,感,gǎn,动词,日常生活与情感,to feel; to sense; to move,New HSK Level 4
1225,感动,gǎndòng,动词,日常生活与情感,to move (emotionally); touched,New HSK Level 4
1226,赶紧,gǎnjǐn,副词,语法功能词,hurriedly; losing no time; without delay,New HSK Level 4
1227,感觉,gǎnjué,动词,日常生活与情感,to feel; feeling; perception,New HSK Level 4
1228,赶快,gǎnkuài,副词,语法功能词,at once; quickly; immediately,New HSK Level 4
1229,感情,gǎnqíng,名词,日常生活与情感,emotion; feeling; affection,New HSK Level 4
1230,感人,gǎnrén,形容词,日常生活与情感,touching; moving,New HSK Level 4
1231,赶上,gǎnshàng,动词,旅行与交通,to catch up with; to keep up with,New HSK Level 4
1232,感受,gǎnshòu,动词,日常生活与情感,to feel; to experience; perception,New HSK Level 4
1233,感谢,gǎnxiè,动词,人际交往,to thank; to be grateful,New HSK Level 4
1234,干活儿,gànhuór,动词,职场与教育,to work; to do manual labor,New HSK Level 4
1235,钢琴,gāngqín,名词,消费与休闲,piano,New HSK Level 4
1236,高价,gāojià,名词,消费与休闲,high price,New HSK Level 4
1237,高考,gāokǎo,名词,职场与教育,National College Entrance Examination (Gaokao),New HSK Level 4
1238,高速,gāosù,形容词,旅行与交通,high-speed; express,New HSK Level 4
1239,高温,gāowēn,名词,科技与环境,high temperature; heat wave,New HSK Level 4
1240,高于,gāoyú,动词,语法功能词,to be higher than; to exceed,New HSK Level 4
1241,胳膊,gēbo,名词,健康与运动,arm,New HSK Level 4
1242,歌声,gēshēng,名词,消费与休闲,singing voice; sound of singing,New HSK Level 4
1243,歌手,gēshǒu,名词,消费与休闲,singer; vocalist,New HSK Level 4
1244,各,gè,代词,语法功能词,each; every; various,New HSK Level 4
1245,各地,gèdì,名词,旅行与交通,in all parts of (a country); everywhere,New HSK Level 4
1246,各个,gègè,代词,语法功能词,each; every; various,New HSK Level 4
1247,各位,gèwèi,代词,语法功能词,everyone; everybody (polite),New HSK Level 4
1248,各种,gèzhǒng,形容词,语法功能词,all kinds of; various,New HSK Level 4
1249,更加,gèngjiā,副词,语法功能词,even more; furthermore,New HSK Level 4
1250,工厂,gōngchǎng,名词,科技与环境,factory; mill; plant,New HSK Level 4
1251,功夫,gōngfu,名词,健康与运动,Kung Fu; martial arts; effort; time,New HSK Level 4
1252,公共,gōnggòng,形容词,人际交往,public; common; communal,New HSK Level 4
1253,功课,gōngkè,名词,职场与教育,homework; schoolwork; course,New HSK Level 4
1254,公里,gōnglǐ,量词,语法功能词,kilometer,New HSK Level 4
1255,公路,gōnglù,名词,旅行与交通,highway; public road,New HSK Level 4
1256,工人,gōngrén,名词,职场与教育,worker; workman,New HSK Level 4
1257,工资,gōngzī,名词,职场与教育,salary; wages,New HSK Level 4
1258,共,gòng,副词,语法功能词,altogether; in total; to share,New HSK Level 4
1259,共同,gòngtóng,形容词,人际交往,common; shared,New HSK Level 4
1260,够,gòu,动词,消费与休闲,to be enough; sufficient,New HSK Level 4
1261,购买,gòumǎi,动词,消费与休闲,to purchase; to buy,New HSK Level 4
1262,购物,gòuwù,动词,消费与休闲,to go shopping,New HSK Level 4
1263,估计,gūjì,动词,日常生活与情感,to estimate; to reckon,New HSK Level 4
1264,姑娘,gūniang,名词,日常生活与情感,girl; young lady,New HSK Level 4
1265,鼓励,gǔlì,动词,人际交往,to encourage; to urge,New HSK Level 4
1266,顾客,gùkè,名词,消费与休闲,customer; client,New HSK Level 4
1267,故意,gùyì,副词,语法功能词,intentionally; on purpose,New HSK Level 4
1268,挂,guà,动词,日常生活与情感,to hang; to put up,New HSK Level 4
1269,关键,guānjiàn,名词,语法功能词,key point; crucial; key,New HSK Level 4
1270,观看,guānkàn,动词,消费与休闲,to watch; to view; to spectate,New HSK Level 4
1271,观众,guānzhòng,名词,消费与休闲,audience; spectator,New HSK Level 4
1272,管,guǎn,动词,职场与教育,to manage; to control; to care about,New HSK Level 4
1273,管理,guǎnlǐ,动词,职场与教育,to manage; to administer; management,New HSK Level 4
1274,光,guāng,名词,科技与环境,light; ray; only,New HSK Level 4
1275,广播,guǎngbō,名词,科技与环境,broadcast; radio program,New HSK Level 4
1276,广告,guǎnggào,名词,消费与休闲,advertisement; ad,New HSK Level 4
1277,逛,guàng,动词,消费与休闲,to stroll; to wander,New HSK Level 4
1278,规定,guīdìng,名词,职场与教育,regulation; rule; to stipulate,New HSK Level 4
1279,国籍,guójí,名词,人际交往,nationality; citizenship,New HSK Level 4
1280,国际,guójì,形容词,旅行与交通,international,New HSK Level 4
1281,果汁,guǒzhī,名词,日常生活与情感,fruit juice; juice,New HSK Level 4
1282,过程,guòchéng,名词,语法功能词,process; course of events,New HSK Level 4
1283,海洋,hǎiyáng,名词,科技与环境,ocean; sea,New HSK Level 4
1284,害羞,hàixiū,形容词,日常生活与情感,shy; bashful,New HSK Level 4
1285,寒假,hánjià,名词,职场与教育,winter vacation,New HSK Level 4
1286,寒冷,hánlěng,形容词,科技与环境,cold; frigid,New HSK Level 4
1287,喊,hǎn,动词,日常生活与情感,to shout; to yell; to call,New HSK Level 4
1288,汗,hàn,名词,健康与运动,sweat; perspiration,New HSK Level 4
1289,航班,hángbān,名词,旅行与交通,scheduled flight; flight,New HSK Level 4
1290,好处,hǎochù,名词,日常生活与情感,benefit; advantage,New HSK Level 4
1291,好好,hǎohǎo,副词,语法功能词,well; carefully; to one's heart's content,New HSK Level 4
1292,好笑,hǎoxiào,形容词,消费与休闲,funny; laughable; ridiculous,New HSK Level 4
1293,合格,hégé,形容词,职场与教育,qualified; up to standard,New HSK Level 4
1294,盒子,hézi,名词,日常生活与情感,box; case,New HSK Level 4
1295,红包,hóngbāo,名词,日常生活与情感,red envelope; red packet (containing money),New HSK Level 4
1296,厚,hòu,形容词,日常生活与情感,thick,New HSK Level 4
1297,后悔,hòuhuǐ,动词,日常生活与情感,to regret,New HSK Level 4
1298,忽然,hūrán,副词,语法功能词,suddenly; all of a sudden,New HSK Level 4
1299,互联网,hùliánwǎng,名词,科技与环境,Internet,New HSK Level 4
1300,护士,hùshi,名词,健康与运动,nurse,New HSK Level 4
1301,互相,hùxiāng,副词,语法功能词,mutually; each other,New HSK Level 4
1302,话剧,huàjù,名词,消费与休闲,stage play; modern drama,New HSK Level 4
1303,怀疑,huáiyí,动词,日常生活与情感,to doubt; to suspect,New HSK Level 4
1304,坏处,huàichù,名词,日常生活与情感,disadvantage; harm; drawback,New HSK Level 4
1305,环保,huánbǎo,名词,科技与环境,environmental protection; eco-friendly,New HSK Level 4
1306,换乘,huànchéng,动词,旅行与交通,"to transfer (buses, trains, etc.)",New HSK Level 4
1307,回复,huífù,动词,人际交往,to reply; to respond,New HSK Level 4
1308,回信,huíxìn,动词,人际交往,to reply to a letter; reply letter,New HSK Level 4
1309,回忆,huíyì,动词,日常生活与情感,to recall; to remember; memory,New HSK Level 4
1310,会员,huìyuán,名词,消费与休闲,"member (of a club, website, etc.)",New HSK Level 4
1311,活,huó,动词,科技与环境,to live; alive; living,New HSK Level 4
1312,活动,huódòng,名词,健康与运动,activity; event,New HSK Level 4
1313,活泼,huópō,形容词,日常生活与情感,lively; active; vivacious,New HSK Level 4
1314,火,huǒ,形容词,日常生活与情感,angry; popular; fire,New HSK Level 4
1315,货,huò,名词,消费与休闲,goods; commodity; merchandise,New HSK Level 4
1316,获得,huòdé,动词,职场与教育,to obtain; to acquire; to win,New HSK Level 4
1317,获奖,huòjiǎng,动词,职场与教育,to win a prize; to be awarded,New HSK Level 4
1318,获取,huòqǔ,动词,科技与环境,"to gain; to acquire; to obtain (data, info)",New HSK Level 4
1319,基本,jīběn,形容词,语法功能词,basic; fundamental; elementary,New HSK Level 4
1320,基本上,jīběnshàng,副词,语法功能词,basically; on the whole,New HSK Level 4
1321,基础,jīchǔ,名词,职场与教育,foundation; base; basis,New HSK Level 4
1322,激动,jīdòng,形容词,日常生活与情感,excited; thrilled,New HSK Level 4
1323,积极,jījí,形容词,职场与教育,positive; active; enthusiastic,New HSK Level 4
1324,积累,jīlěi,动词,职场与教育,to accumulate; accumulation,New HSK Level 4
1325,及时,jíshí,形容词,日常生活与情感,timely; in time; promptly,New HSK Level 4
1326,即使,jíshǐ,连词,语法功能词,even if; even though,New HSK Level 4
1327,既,jì,连词,语法功能词,both... (and...); since; as,New HSK Level 4
1328,寄,jì,动词,人际交往,to mail; to post; to send,New HSK Level 4
1329,计划,jìhuà,动词,职场与教育,to plan; project; design,New HSK Level 4
1330,既然,jìrán,连词,语法功能词,since; as; now that,New HSK Level 4
1331,技术,jìshù,名词,科技与环境,technology; skill,New HSK Level 4
1332,继续,jìxù,动词,职场与教育,to continue; to go on,New HSK Level 4
1333,记者,jìzhě,名词,职场与教育,reporter; journalist,New HSK Level 4
1334,加班,jiābān,动词,职场与教育,to work overtime,New HSK Level 4
1335,家具,jiājù,名词,日常生活与情感,furniture,New HSK Level 4
1336,加快,jiākuài,动词,科技与环境,to accelerate; to speed up,New HSK Level 4
1337,加强,jiāqiáng,动词,职场与教育,to strengthen; to reinforce,New HSK Level 4
1338,加入,jiārù,动词,人际交往,to join; to participate in; to add,New HSK Level 4
1339,加上,jiāshàng,动词,语法功能词,to add; plus; in addition,New HSK Level 4
1340,家庭,jiātíng,名词,日常生活与情感,family; household,New HSK Level 4
1341,家乡,jiāxiāng,名词,日常生活与情感,hometown; native place,New HSK Level 4
1342,加油,jiāyóu,动词,人际交往,to cheer on; to make an extra effort; to refuel,New HSK Level 4
1343,加油站,jiāyóuzhàn,名词,旅行与交通,gas station; petrol station,New HSK Level 4
1344,家长,jiāzhǎng,名词,职场与教育,parents; guardian,New HSK Level 4
1345,假,jiǎ,形容词,日常生活与情感,false; fake; artificial,New HSK Level 4
1346,价格,jiàgé,名词,消费与休闲,price,New HSK Level 4
1347,价钱,jiàqián,名词,消费与休闲,price; cost,New HSK Level 4
1348,假日,jiàrì,名词,消费与休闲,holiday; day off,New HSK Level 4
1349,减,jiǎn,动词,语法功能词,to subtract; to reduce; to decrease,New HSK Level 4
1350,减轻,jiǎnqīng,动词,健康与运动,to lighten; to ease; to alleviate,New HSK Level 4
1351,减少,jiǎnshǎo,动词,科技与环境,to reduce; to decrease,New HSK Level 4
1352,健身,jiànshēn,动词,健康与运动,to keep fit; fitness; physical exercise,New HSK Level 4
1353,健身房,jiànshēnfáng,名词,健康与运动,gym; fitness center,New HSK Level 4
1354,建议,jiànyì,动词,职场与教育,to suggest; to propose; suggestion,New HSK Level 4
1355,江,jiāng,名词,科技与环境,river,New HSK Level 4
1356,将,jiāng,副词,语法功能词,will; shall; about to,New HSK Level 4
1357,将来,jiānglái,名词,日常生活与情感,future,New HSK Level 4
1358,将要,jiāngyào,副词,语法功能词,will; shall; be about to,New HSK Level 4
1359,奖,jiǎng,名词,职场与教育,prize; award; reward,New HSK Level 4
1360,奖金,jiǎngjīn,名词,职场与教育,bonus; award money,New HSK Level 4
1361,奖学金,jiǎngxuéjīn,名词,职场与教育,scholarship,New HSK Level 4
1362,降,jiàng,动词,科技与环境,to fall; to drop; to descend,New HSK Level 4
1363,降低,jiàngdī,动词,科技与环境,to lower; to reduce; to decrease,New HSK Level 4
1364,降价,jiàngjià,动词,消费与休闲,to cut prices; price reduction,New HSK Level 4
1365,降落,jiàngluò,动词,旅行与交通,to land; to descend (of aircraft),New HSK Level 4
1366,降温,jiàngwēn,动词,科技与环境,to drop in temperature; to cool down,New HSK Level 4
1367,交,jiāo,动词,人际交往,to hand over; to make (friends),New HSK Level 4
1368,骄傲,jiāo'ào,形容词,日常生活与情感,proud; arrogant,New HSK Level 4
1369,交警,jiāojǐng,名词,旅行与交通,traffic police,New HSK Level 4
1370,交流,jiāoliú,动词,人际交往,to communicate; to exchange (ideas),New HSK Level 4
1371,郊区,jiāoqū,名词,旅行与交通,suburbs; outskirts,New HSK Level 4
1372,交通,jiāotōng,名词,旅行与交通,traffic; transportation,New HSK Level 4
1373,教练,jiàoliàn,名词,健康与运动,coach; trainer; instructor,New HSK Level 4
1374,教师,jiàoshī,名词,职场与教育,teacher,New HSK Level 4
1375,教授,jiàoshòu,名词,职场与教育,professor,New HSK Level 4
1376,教学,jiàoxué,动词,职场与教育,to teach; teaching; education,New HSK Level 4
1377,教育,jiàoyù,名词,职场与教育,education; to educate,New HSK Level 4
1378,叫作,jiàozuò,动词,语法功能词,to be called; to be known as,New HSK Level 4
1379,街道,jiēdào,名词,旅行与交通,street,New HSK Level 4
1380,接受,jiēshòu,动词,人际交往,to accept; to receive,New HSK Level 4
1381,接着,jiēzhe,副词,语法功能词,then; followed by; to catch,New HSK Level 4
1382,结果,jiéguǒ,名词,语法功能词,result; outcome; as a result,New HSK Level 4
1383,节假日,jiéjiàrì,名词,消费与休闲,holidays and festivals,New HSK Level 4
1384,节约,jiéyuē,动词,科技与环境,to save; to economize,New HSK Level 4
1385,结账,jiézhàng,动词,消费与休闲,to pay the bill; to settle accounts,New HSK Level 4
1386,解释,jiěshì,动词,职场与教育,to explain; to interpret; explanation,New HSK Level 4
1387,今后,jīnhòu,名词,日常生活与情感,from now on; in the future,New HSK Level 4
1388,仅,jǐn,副词,语法功能词,only; merely; barely,New HSK Level 4
1389,尽管,jǐnguǎn,连词,语法功能词,although; even though; feel free to,New HSK Level 4
1390,仅仅,jǐnjǐn,副词,语法功能词,only; merely; solely,New HSK Level 4
1391,紧张,jǐnzhāng,形容词,日常生活与情感,nervous; tense,New HSK Level 4
1392,进入,jìnrù,动词,旅行与交通,to enter; to join; to go into,New HSK Level 4
1393,进行,jìnxíng,动词,职场与教育,to carry out; to conduct,New HSK Level 4
1394,禁止,jìnzhǐ,动词,语法功能词,to forbid; to prohibit,New HSK Level 4
1395,精彩,jīngcǎi,形容词,消费与休闲,wonderful; splendid; brilliant,New HSK Level 4
1396,经济,jīngjì,名词,职场与教育,economy; economics,New HSK Level 4
1397,京剧,jīngjù,名词,消费与休闲,Beijing Opera,New HSK Level 4
